ID,Salary,Designation,JobCity,Gender,DOB,10percentage,12graduation,12percentage,CollegeTier,Degree,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Age,JobAge,JobDuration,Job_Role,Specialty,JobCity_cleaned,JobState,10board_cleaned,12board_cleaned
227650,500000.0,java software engineer,Hyderabad,m,1990-01-26,90.3,2007,94.3,2,Bachelor,76.06,Telangana,2011,325,355,595,0.8246664007,385.0,400.0,,,,340.0,,1.7465,0.5008,1.8331,-0.7603,1.2923,25,21.0,1188.0,Software Engineer,Computer Engineering,Hyderabad,Telangana,SSC,State Board
431891,280000.0,senior php developer,mohali,f,1989-10-09,79.0,2008,74.6,2,Bachelor,71.2,Haryana,2012,525,435,505,0.4883479768,405.0,,,,,,,-1.4606,-1.0593,-0.344,1.1492,-2.3412,26,23.0,1278.0,Developer,Computer Engineering,Mohali,,ICSE,CBSE
602139,355000.0,java developer,Mumbai,m,1991-12-10,86.15,2009,83.33,2,Bachelor,70.56,Maharashtra,2013,660,410,810,0.9421165515,575.0,,,,,,,-1.4517,-1.1196,0.6248,0.0192,-2.9686,24,22.0,427.0,Developer,Computer Engineering,Mumbai,Maharashtra,State Board,State Board
1208350,345000.0,maintenance engineer,Bangalore,m,1991-01-25,64.7,2009,61.0,2,Bachelor,73.0,West Bengal,2014,500,455,405,0.3387863472,345.0,292.0,,,,,,-0.3027,1.0449,0.01,-2.3895,1.6302,24,24.0,364.0,Hardware Engineer,Computer Engineering,Bangalore,Karnataka,ICSE,ICSE
958388,420000.0,software engineer,Pune,m,1991-10-02,74.0,2008,72.6,2,Bachelor,83.0,Karnataka,2013,605,460,595,0.3565364877,525.0,,346.0,,,,,0.2718,0.2124,1.547,-1.1218,0.8637,24,22.0,790.0,Software Engineer,Computer Engineering,Pune,Maharashtra,State Board,State Board
431853,215000.0,software engineer,Noida,m,1991-04-04,80.0,2008,63.4,2,Bachelor,69.71,Haryana,2012,505,495,395,0.7656735812,485.0,,,,,,,0.2318,-1.2153,-0.1988,0.3756,0.3444,24,22.0,669.0,Software Engineer,Computer Engineering,Noida,,CBSE,CBSE
1174291,1025000.0,branch manager,Bangalore,f,1993-12-02,85.0,2011,70.0,2,Bachelor,73.0,Tamil Nadu,2015,370,370,285,0.3565364877,105.0,,346.0,,,,,-1.1644,-1.7856,-0.7585,0.9066,-2.5853,22,21.0,395.0,Manager,Computer Engineering,Bangalore,Karnataka,State Board,State Board
471413,480000.0,java software engineer,mumbai ,f,1991-12-24,85.0,2009,88.0,2,Bachelor,85.0,Haryana,2013,495,445,605,0.7656735812,485.0,,,,,,,-1.9629,-2.1903,-2.775,0.4148,-0.4455,24,22.0,639.0,Software Engineer,Computer Science,Mumbai,Maharashtra,State Board,State Board
440689,450000.0,java software engineer,Hyderabad,f,1990-09-11,85.6,2008,89.8,2,Bachelor,75.8,Telangana,2012,465,455,455,0.9743961125,615.0,,,,,,,-1.1901,-0.1232,-0.6343,0.0623,-0.8799,25,22.0,1247.0,Software Engineer,Computer Science,Hyderabad,Telangana,SSC,State Board
713751,100000.0,software developer,-1,f,1991-11-12,75.6,2009,81.3,2,Bachelor,76.56,Uttar Pradesh,2017,555,415,515,0.7935806145,495.0,,,,,,,1.1336,-0.1206,-1.527,-0.4879,1.4386,24,22.0,151.0,Developer,Computer Engineering,-1,,State Board,CBSE
53952,775000.0,business analyst consultant,Hyderabad,m,1989-09-07,69.7,2006,82.02,2,Bachelor,70.2,Uttar Pradesh,2010,665,495,514,0.8246664007,435.0,400.0,,,,,,-0.5719,0.8128,-0.344,-0.9953,0.5024,26,23.0,1339.0,Analyst,Computer Engineering,Hyderabad,Telangana,ICSE,ISC
817754,250000.0,quality associate,-1,m,1991-09-07,75.0,2009,60.0,2,Bachelor,56.0,Karnataka,2014,640,570,635,0.6493897148,,356.0,,,,,,0.2718,1.5444,0.9322,-0.4879,0.0973,24,23.0,578.0,Test Engineer,Computer Engineering,-1,,CBSE,CBSE
473843,350000.0,programmer analyst,Pune,m,1988-11-23,81.0,2006,71.0,2,Bachelor,68.0,Rajasthan,2011,575,544,524,0.8646854134,525.0,,,,,,,0.0464,0.3448,-1.0697,-0.1727,0.0284,27,24.0,1095.0,Analyst,Computer Engineering,Pune,Maharashtra,CBSE,CBSE
117081,450000.0,.net developer,Chennai,m,1989-08-23,90.6,2006,91.3,2,Bachelor,78.56,Tamil Nadu,2010,485,495,535,0.5632678237,425.0,,,,,,,0.9737,0.8128,0.2366,0.8848,-0.1295,26,21.0,2039.0,Developer,Computer Engineering,Chennai,Tamil Nadu,State Board,State Board
271119,470000.0,software developer,Mumbai,m,1989-12-01,82.33,2008,76.89,2,Bachelor,55.89,Maharashtra,2011,515,615,695,0.9168699611,555.0,,,,,,,-0.4173,0.6568,-0.0537,-0.9953,-1.8673,26,22.0,731.0,Developer,Computer Science,Mumbai,Maharashtra,State Board,State Board
983664,300000.0,software engineer,Noida,m,1993-04-09,88.0,2011,82.0,2,Bachelor,68.11,Uttar Pradesh,2015,475,540,450,0.6226429158,435.0,,407.0,,,,,-0.159,-0.4536,-0.2974,0.5262,-1.0524,22,22.0,,Software Engineer,Computer Engineering,Noida,,CBSE,CBSE
911856,315000.0,software engineer,Hyderabad,m,1991-06-10,72.0,2009,68.4,2,Bachelor,67.84,Uttar Pradesh,2014,650,470,680,0.9988761081,635.0,,653.0,,,,,-0.159,-0.1206,-0.1437,-1.6289,0.2889,24,24.0,364.0,Software Engineer,Computer Science,Hyderabad,Telangana,CBSE,CBSE
1256044,180000.0,software developer,-1,m,1992-04-12,58.83,2008,66.0,2,Master,70.0,Uttar Pradesh,2015,440,570,345,0.1447898895,555.0,,284.0,,,,,-0.4463,0.0459,-1.0659,1.6672,-1.244,23,22.0,334.0,Developer,Computer Science,-1,,State Board,State Board
298494,280000.0,java software engineer,Bangalore,m,1990-05-09,75.36,2007,60.16,2,Bachelor,57.81,Karnataka,2011,375,445,335,0.3760595867,,300.0,,,,313.0,,-0.881,0.0328,0.8171,-0.9953,0.0284,25,23.0,1063.0,Software Engineer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
432156,290000.0,data analyst,Visakhapatnam,m,1990-07-02,80.2,2007,91.9,2,Bachelor,62.0,Andhra Pradesh,2011,465,425,465,0.9014895714,545.0,,,,,,,1.592,0.0328,-0.0537,-0.6428,0.3444,25,22.0,669.0,Analyst,Computer Science,Visakhapatnam,Andhra Pradesh,State Board,State Board
1156362,210000.0,business analyst,Jaipur,f,1993-04-24,71.0,2009,64.0,2,Bachelor,73.4,Rajasthan,2013,490,400,500,0.3565364877,365.0,,346.0,,,,,1.2772,0.3789,0.7785,-0.995,0.0973,22,20.0,641.0,Analyst,Computer Science,Jaipur,Rajasthan,State Board,State Board
283113,305000.0,programmer analyst,Kolkata,m,1988-10-23,67.0,2005,73.0,2,Bachelor,71.7,Uttar Pradesh,2011,425,495,635,0.3423148999,365.0,,,,,,,1.4374,0.8128,0.5269,0.2973,1.4502,27,24.0,791.0,Analyst,Computer Engineering,Kolkata,West Bengal,State Board,State Board
611020,240000.0,data scientist,Hyderabad,m,1992-08-07,86.6,2009,78.4,2,Bachelor,68.5,Telangana,2013,380,410,515,0.08005528134,295.0,,253.0,,,,,-0.159,0.7119,-0.6048,0.5262,1.0554,23,21.0,546.0,Other,Computer Engineering,Hyderabad,Telangana,State Board,State Board
334312,490000.0,system engineer,Mumbai,m,1990-12-09,79.8,2007,81.2,2,Bachelor,80.26,Madhya Pradesh,2012,515,545,665,0.9421165515,575.0,,,,,,,-0.881,0.3448,-1.6502,0.26793,-0.1295,25,22.0,1004.0,System Engineer,Computer Engineering,Mumbai,Maharashtra,CBSE,CBSE
238326,645000.0,technology lead,Mangalore,m,1989-06-04,86.6,2007,77.6,2,Bachelor,65.57,Karnataka,2011,605,545,565,0.8626254747,524.0,,,,,,,-0.881,0.5008,0.2366,-0.5253,-0.2875,26,22.0,1644.0,Other,Computer Engineering,Bangalore,Karnataka,State Board,State Board
456753,95000.0,software trainee engineer,-1,m,1991-05-04,82.0,2008,87.0,2,Bachelor,70.0,Telangana,2012,675,625,595,0.7040904121,465.0,,,,,,,1.5533,1.7488,1.8331,-1.671,0.1864,24,21.0,184.0,Software Engineer,Computer Science,-1,,SSC,State Board
311404,180000.0,software engineer,Bangalore,f,1989-07-26,79.28,2007,69.33,2,Bachelor,67.13,Karnataka,2011,475,545,455,0.4883479768,405.0,,,,,,,1.0768,0.7816,0.73,0.8457,1.6082,26,23.0,365.0,Software Engineer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
1084321,525000.0,software developer,Navi Mumbai,m,1991-01-04,74.0,2008,64.0,2,Bachelor,72.0,Karnataka,2013,560,540,535,0.2378028398,455.0,,315.0,,,,,0.99,0.2124,0.9322,0.1459,1.0554,24,23.0,729.0,Developer,Computer Engineering,Navi Mumbai,Maharashtra,ICSE,ICSE
222870,500000.0,senior systems engineer,Jaipur,m,1988-04-18,80.6,2007,77.6,2,Bachelor,68.0,Rajasthan,2011,515,445,465,0.538386893,,333.0,,,,366.0,,-0.1082,0.3448,1.1074,1.0024,0.3444,27,24.0,1400.0,System Engineer,Computer Engineering,Jaipur,Rajasthan,State Board,State Board
1077212,170000.0,test engineer,delhi,m,1991-07-03,61.6,2007,61.2,2,Bachelor,67.08,Uttar Pradesh,2012,405,460,450,0.8422483223,365.0,,469.0,,,,,1.2772,-0.2871,2.008,0.1459,0.8637,24,22.0,546.0,Test Engineer,Computer Engineering,Delhi,Delhi,CBSE,CBSE
1002565,225000.0,site manager,Jagdalpur,m,1993-07-31,90.3,2010,94.2,2,Bachelor,79.9,Andhra Pradesh,2014,510,460,440,0.725984148,165.0,,,438.0,,,,-0.3027,-1.1196,0.3174,0.653,-0.2859,22,21.0,609.0,Manager,Computer Engineering,Jabalpur,Madhya Pradesh,SSC,State Board
1190002,300000.0,software engineer,Pune,f,1992-10-24,85.2,2010,80.2,2,Bachelor,85.0,Maharashtra,2014,535,480,500,0.6055335523,385.0,,,,,356.0,,0.2718,1.0449,1.2396,-1.7556,-0.0943,23,22.0,578.0,Software Engineer,Computer Engineering,Pune,Maharashtra,CBSE,CBSE
1157366,215000.0,junior engineer,noida,m,1993-07-14,70.0,2009,76.0,2,Bachelor,60.0,Uttar Pradesh,2014,385,445,320,0.2378028398,325.0,,315.0,,,,,1.4208,1.7109,1.547,-1.1218,0.8637,22,22.0,274.0,Hardware Engineer,Computer Engineering,Noida,,State Board,State Board
691206,310000.0,software engineer,Bangalore,f,1992-02-28,83.0,2009,87.5,2,Bachelor,81.0,Tamil Nadu,2013,475,515,464,0.6226429158,395.0,,407.0,,,,,-0.3027,-0.2871,0.9322,-2.3895,-0.0943,23,21.0,92.0,Software Engineer,Computer Science,Bangalore,Karnataka,State Board,State Board
961464,200000.0,software test engineer,Gurgaon,f,1992-11-24,77.4,2010,74.8,2,Bachelor,74.3,Rajasthan,2014,345,560,485,0.4867470084,445.0,,376.0,,,,,0.7027,1.2114,0.3174,0.3995,0.6721,23,22.0,486.0,Software Engineer,Computer Science,Gurgaon,,CBSE,CBSE
1250499,185000.0,business analyst consultant,Hyderabad,m,1993-08-20,76.5,2010,74.5,2,Bachelor,60.0,Andhra Pradesh,2014,455,520,405,0.6845650677,345.0,,,,452.0,,,0.4155,0.2124,0.4711,-0.4879,0.2889,22,21.0,31.0,Analyst,Computer Engineering,Hyderabad,Telangana,State Board,State Board
1122901,245000.0,android developer,Ghaziabad,m,1989-04-11,66.67,2006,76.0,2,Bachelor,73.46,Uttar Pradesh,2012,735,580,570,,,,,,,,,0.1282,-0.4536,-1.2196,-1.2486,-2.0105,26,24.0,669.0,Developer,Computer Engineering,Ghaziabad,Uttar Pradesh,State Board,State Board
214343,350000.0,software engineer,Gurgaon,f,1991-01-01,80.0,2008,82.4,2,Bachelor,74.27,Uttar Pradesh,2012,445,485,655,0.4508765845,395.0,,,,,,,-1.9629,-0.7473,0.5269,0.7673,0.3444,24,21.0,1278.0,Software Engineer,Computer Science,Gurgaon,,CBSE,CBSE
1202774,105000.0,java software engineer,Bangalore,m,1988-06-01,55.0,2007,46.0,2,Master,64.56,Karnataka,2013,560,340,235,0.5632678237,425.0,,,,,,,0.1282,-0.7866,-0.6048,0.7798,0.0973,27,25.0,548.0,Software Engineer,Computer Science,Bangalore,Karnataka,State Board,State Board
275243,300000.0,dcs engineer,Mumbai,m,1990-04-28,67.2,2008,74.88,2,Bachelor,66.67,Maharashtra,2011,385,415,385,0.3760595867,,300.0,,,,,,-0.881,-1.0593,-0.6343,1.0024,0.6603,25,21.0,1613.0,Hardware Engineer,Computer Engineering,Mumbai,Maharashtra,State Board,State Board
350149,420000.0,systems engineer,Mumbai,m,1990-08-18,79.8,2008,78.2,2,Bachelor,69.8,Haryana,2012,425,625,485,0.2294817549,,266.0,,,,,,-0.881,-0.0842,-0.598,-0.5253,-0.9194,25,22.0,942.0,System Engineer,Computer Engineering,Mumbai,Maharashtra,CBSE,CBSE
285799,325000.0,software engineer,Hyderabad,m,1989-04-01,78.8,2009,68.33,2,Bachelor,62.0,Maharashtra,2011,535,455,335,0.9303706072,565.0,,,,,,,-0.7264,-0.2793,0.9623,-0.7603,-1.0774,26,23.0,1400.0,Software Engineer,Computer Engineering,Hyderabad,Telangana,State Board,State Board
555652,305000.0,project engineer,Bangalore,m,1990-11-14,88.8,2009,84.67,2,Bachelor,70.0,Karnataka,2013,675,605,620,0.9854613943,515.0,500.0,,,,,,-0.0154,1.0449,0.4711,1.0333,1.0554,25,23.0,577.0,Hardware Engineer,Computer Engineering,Bangalore,Karnataka,CBSE,State Board
1261348,250000.0,java developer,Pune,m,1991-05-08,77.0,2010,65.0,2,Bachelor,57.25,Maharashtra,2014,720,555,645,0.7656735812,485.0,,,,,,,-1.5953,-0.7866,-1.2196,-0.2344,-0.6692,24,23.0,548.0,Developer,Computer Science,Pune,Maharashtra,ICSE,CBSE
895770,300000.0,electrical design engineer,Noida,f,1992-12-05,84.2,2010,87.2,1,Bachelor,71.0,Uttar Pradesh,2014,675,495,560,0.2073921697,,260.0,,,,,,-0.8772,0.5454,1.0859,-1.7556,0.4805,23,22.0,274.0,Other,Computer Engineering,Noida,,CBSE,CBSE
879126,350000.0,software engineer,Pune,f,1989-08-22,85.06,2007,76.5,1,Master,83.5,Maharashtra,2014,605,640,695,0.9913975837,435.0,516.0,,,,,,-1.5953,-1.1196,-1.0659,-1.2486,-0.2859,26,25.0,486.0,Software Engineer,Other,Pune,Maharashtra,State Board,State Board
493696,350000.0,software engineer,Chennai ,m,1990-07-21,89.0,2008,91.0,2,Bachelor,87.4,Tamil Nadu,2012,520,585,485,0.9014895714,545.0,,,,,,,-0.6491,0.1888,0.672,-0.4371,-1.0774,25,23.0,547.0,Software Engineer,Computer Engineering,Chennai,Tamil Nadu,SSC,State Board
1120553,300000.0,software engineer,pune,f,1992-02-24,73.0,2009,60.0,2,Bachelor,73.0,Uttar Pradesh,2013,440,400,270,0.9913975837,,516.0,284.0,,,,,-0.0154,0.3789,0.3174,0.5262,-0.8608,23,22.0,365.0,Software Engineer,Computer Engineering,Pune,Maharashtra,CBSE,CBSE
693715,340000.0,programmer analyst,Chennai,m,1991-02-01,88.5,2009,81.6,2,Bachelor,71.6,Uttar Pradesh,2013,465,560,810,0.8422483223,565.0,,469.0,,,,,0.99,0.2124,-0.4511,-1.6289,-1.0524,24,23.0,639.0,Analyst,Computer Engineering,Chennai,Tamil Nadu,CBSE,CBSE
1098816,145000.0,hr recruiter,Bangalore,m,1988-03-01,80.88,2005,66.3,2,Master,90.0,Tamil Nadu,2013,535,530,450,,415.0,,,,,,,0.99,1.2114,0.01,-1.3753,0.8637,27,27.0,333.0,Other,Other,Bangalore,Karnataka,State Board,State Board
1077037,200000.0,software engineer,Hyderabad,m,1991-12-12,87.2,2009,70.6,2,Bachelor,75.1,Orissa,2013,615,590,760,0.6845650677,375.0,,,,452.0,,,-0.159,0.2124,1.547,1.1601,-0.2859,24,23.0,486.0,Software Engineer,Computer Engineering,Hyderabad,Telangana,CBSE,State Board
600660,285000.0,programmer,New Delhi,m,1990-11-09,82.0,2008,76.0,2,Bachelor,67.0,Haryana,2012,710,655,500,0.8431237267,515.0,,,,,,,1.4208,0.3789,-0.2974,-0.6147,0.4805,25,22.0,1186.0,Developer,Computer Engineering,Delhi,Delhi,CBSE,CBSE
134963,1300000.0,junior manager,angul,m,1986-05-12,72.5,2004,58.6,2,Bachelor,84.4,West Bengal,2010,595,365,705,0.9107701642,455.0,433.0,,,,,,-0.5719,0.5008,-1.0697,-0.5253,0.1864,29,25.0,1766.0,Manager,Computer Engineering,Angul,,State Board,CBSE
1000456,320000.0,java developer,Baroda,m,1986-04-18,65.8,2003,67.6,2,Master,66.35,Madhya Pradesh,2013,475,485,535,0.6226429158,445.0,,407.0,,,,,-0.7335,-0.4536,0.4711,0.2727,0.4805,29,27.0,580.0,Developer,Computer Science,Baroda,,CBSE,CBSE
322522,160000.0,ux designer,Bhubaneswar,f,1991-07-24,88.88,2008,71.0,2,Bachelor,87.0,Orissa,2012,365,475,485,0.8246664007,,400.0,,,,,,1.4374,1.4368,-0.598,-1.7004,0.1864,24,23.0,424.0,Other,Computer Engineering,Bhubaneswar,,State Board,State Board
1029538,340000.0,application developer,-1,m,1990-08-05,73.5,2009,71.8,2,Bachelor,83.9,West Bengal,2013,535,605,665,0.9988761081,735.0,,653.0,,,,,1.4208,1.0449,0.6248,0.2727,1.247,25,24.0,670.0,Developer,Computer Science,-1,,State Board,State Board
1203344,325000.0,test engineer,pune,m,1991-09-12,71.4,2010,60.4,2,Bachelor,71.0,West Bengal,2014,665,530,520,0.3387863472,345.0,292.0,,,,,,-1.308,-0.7866,0.6248,-0.3612,-0.2859,24,23.0,517.0,Test Engineer,Computer Engineering,Pune,Maharashtra,ICSE,State Board
1171251,210000.0,research analyst,Jaipur,m,1992-01-28,76.0,2008,64.0,2,Bachelor,68.0,Rajasthan,2013,490,470,390,0.6000571823,435.0,,,,,,,0.8463,0.3789,0.4711,0.0192,1.4386,23,23.0,305.0,Analyst,Computer Engineering,Jaipur,Rajasthan,State Board,State Board
955483,315000.0,software engineer,Bangalore,m,1992-09-26,77.8,2010,77.0,2,Bachelor,66.03,Uttar Pradesh,2014,570,375,495,0.4935963873,375.0,324.0,,,,,,-0.159,0.5454,-1.2196,0.1459,-2.0105,23,23.0,305.0,Software Engineer,Computer Engineering,Bangalore,Karnataka,CBSE,CBSE
683018,480000.0,software engineer,gurgaon,m,1989-05-12,65.2,2008,62.2,2,Bachelor,75.6,Haryana,2012,425,620,665,0.9954647186,685.0,,,,,,,1.1336,0.0459,1.2396,-0.4879,-0.0943,26,24.0,1094.0,Software Engineer,Computer Science,Gurgaon,,CBSE,CBSE
325412,3500000.0,assistant system engineer,Pune,f,1990-08-07,76.8,2009,85.36,2,Bachelor,69.0,Maharashtra,2012,454,585,325,0.9872070859,645.0,,,,,,,0.1623,0.3448,-0.344,-0.17277,0.6603,25,23.0,638.0,System Engineer,Computer Engineering,Pune,Maharashtra,State Board,State Board
1171203,325000.0,system engineer,Bangalore,m,1992-08-28,96.0,2010,87.0,2,Bachelor,74.86,Uttar Pradesh,2014,630,565,655,0.9743961125,615.0,,,,,,,-0.4463,1.2114,0.6248,0.2727,0.6721,23,22.0,456.0,System Engineer,Computer Science,Bangalore,Karnataka,ICSE,CBSE
1096948,70000.0,test engineer,chennai,m,1993-01-02,89.0,2010,80.0,2,Bachelor,70.0,Tamil Nadu,2014,290,425,270,0.193768442,,164.0,,,324.0,,,-0.5899,-0.6201,-1.0659,0.1459,0.8637,22,22.0,90.0,Test Engineer,Computer Engineering,Chennai,Tamil Nadu,State Board,State Board
99935,300000.0,clerical,Kochi/Cochin,m,1987-09-25,74.4,2006,70.6,2,Bachelor,62.93,Telangana,2010,605,475,555,0.6944793277,455.0,366.0,,,,,,0.0464,-0.2793,-0.7794,0.0623,0.0284,28,25.0,1186.0,Other,Computer Engineering,Kochi/Cochin,,CBSE,CBSE
1262957,190000.0,technical support engineer,Chennai,m,1991-05-06,75.0,2009,79.0,2,Bachelor,78.5,Tamil Nadu,2013,630,520,180,0.6493897148,,356.0,,,,,,-2.0262,-0.4536,-0.9122,0.653,-0.6692,24,22.0,426.0,Administrator,Computer Engineering,Chennai,Tamil Nadu,CBSE,State Board
812597,910000.0,technical support engineer,Bangalore,m,1990-12-26,61.2,2009,50.0,2,Bachelor,69.48,Karnataka,2013,535,555,530,0.7833035367,425.0,388.0,,,,,,1.4208,0.8784,1.2396,-0.4879,-0.6692,25,24.0,425.0,Administrator,Computer Engineering,Bangalore,Karnataka,CBSE,State Board
116707,300000.0,hr generalist,Noida,f,1987-09-06,65.0,2005,60.0,2,Bachelor,65.0,Rajasthan,2010,425,495,395,0.4508765845,395.0,,,,,,,0.9737,0.0328,0.8171,-1.2303,0.3444,28,24.0,1249.0,Other,Computer Engineering,Noida,,CBSE,CBSE
505831,100000.0,software developer,-1,f,1990-03-15,75.4,2008,68.7,2,Bachelor,66.0,Rajasthan,2012,570,485,470,0.7656735812,485.0,,,,,,,-0.1855,0.9688,-0.1988,1.2374,0.1864,25,22.0,123.0,Developer,Computer Science,-1,,CBSE,CBSE
132996,570000.0,engineer, ariyalur,m,1989-01-05,84.2,2006,87.4,2,Bachelor,77.0,Tamil Nadu,2010,305,435,295,0.2294817549,445.0,266.0,,,,,,0.8192,0.5008,0.8171,-0.6428,-0.1295,26,21.0,1947.0,Hardware Engineer,Computer Engineering,Ariyalur,,State Board,State Board
249853,180000.0,electrical project engineer,Jowai,m,1989-01-12,66.5,2007,65.5,2,Master,6.8,Punjab,2015,465,475,565,,,300.0,,,,,,0.51,-0.2793,-1.0697,0.1798,-1.0774,26,23.0,396.0,Hardware Engineer,Computer Engineering,Jowai,,CBSE,CBSE
1029318,310000.0,software engineer,Chennai,f,1990-09-03,81.4,2008,79.6,2,Bachelor,72.4,Delhi,2013,595,565,570,0.8687365855,455.0,,,,,420.0,,0.2718,0.2124,-0.9122,-1.5021,0.0973,25,23.0,760.0,Software Engineer,Computer Engineering,Chennai,Tamil Nadu,CBSE,CBSE
1112003,120000.0,system engineer,New Delhi,m,1989-12-24,68.66,2007,61.8,2,Bachelor,65.72,Uttar Pradesh,2013,430,350,450,0.4867470084,455.0,,376.0,,,,,0.1282,1.0449,0.6248,1.794,1.247,26,25.0,395.0,System Engineer,Computer Engineering,Delhi,Delhi,State Board,State Board
391116,350000.0,project engineer,Bangalore,m,1991-05-17,65.56,2008,55.54,2,Bachelor,72.39,Karnataka,2012,405,525,525,0.8431237267,515.0,,,,,,,-0.1082,-0.0842,-0.2714,-0.1727,-0.6035,24,21.0,1247.0,Hardware Engineer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
801764,335000.0,software engineer,-1,m,1992-07-11,86.7,2009,90.2,2,Bachelor,84.3,Telangana,2013,660,640,560,0.3387863472,455.0,292.0,,,,,,-0.5899,-0.4536,-0.1437,1.5404,0.0973,23,21.0,790.0,Software Engineer,Computer Engineering,-1,,State Board,State Board
287020,445000.0,software developer,-1,m,1985-12-08,63.2,2004,68.89,2,Master,76.2,Madhya Pradesh,2011,495,505,505,0.9168699611,555.0,,,,,,,0.0464,-0.1232,-0.1988,-1.1128,-0.2875,30,26.0,1766.0,Developer,Computer Science,-1,,State Board,State Board
337754,385000.0,test engineer,"Kochi/Cochin, Chennai and Coimbatore",m,1989-04-29,93.6,2006,74.0,2,Master,68.0,Tamil Nadu,2012,605,465,395,0.7040904121,465.0,,,,,,,0.9737,1.1248,1.8331,-0.52527,0.7788,26,23.0,1216.0,Test Engineer,Computer Science,"Kochi/Cochin, Chennai And Coimbatore",,State Board,State Board
604570,180000.0,database administrator,New Delhi,m,1992-09-12,62.2,2009,68.2,2,Bachelor,60.12,Punjab,2013,545,450,340,0.6944793277,465.0,366.0,,,,,,0.2718,0.5454,0.9322,0.653,-0.0943,23,21.0,882.0,Administrator,Computer Engineering,Delhi,Delhi,State Board,State Board
1204743,300000.0,.net developer,New Delhi,m,1993-12-25,68.2,2010,67.4,2,Bachelor,66.0,Rajasthan,2015,440,400,355,0.3565364877,295.0,,346.0,,,,,0.7027,0.0459,0.7785,1.6672,-0.0943,22,22.0,59.0,Developer,Computer Engineering,Delhi,Delhi,State Board,State Board
407934,440000.0,senior design engineer,KOLKATA,m,1990-12-18,84.4,2007,84.4,2,Bachelor,88.6,Karnataka,2012,515,425,535,0.9586820166,,,,538.0,,,,1.592,0.3448,-0.9245,-1.5828,-0.643,25,22.0,1278.0,Other,Computer Engineering,Kolkata,West Bengal,State Board,State Board
1224920,425000.0,automation engineer,Bangalore,m,1991-07-06,76.0,2009,79.0,2,Bachelor,68.66,Uttar Pradesh,2014,545,605,680,0.9538997751,475.0,,530.0,,,,,-0.3027,1.3779,1.547,0.7798,1.0554,24,23.0,486.0,Test Engineer,Computer Engineering,Bangalore,Karnataka,ICSE,ISC
961030,180000.0,telecom engineer,Delhi,m,1991-05-04,77.85,2010,64.8,2,Bachelor,66.6,Haryana,2014,450,440,595,0.6493897148,,356.0,,,,420.0,,0.8463,0.2124,-0.7585,1.9207,0.6721,24,23.0,335.0,Hardware Engineer,Computer Engineering,Delhi,Delhi,State Board,CBSE
1266709,195000.0,software developer,Bangalore,m,1992-01-18,73.0,2009,66.0,2,Bachelor,70.0,Orissa,2014,315,530,380,0.3565364877,275.0,,346.0,,,,,1.9953,0.8784,0.4711,-1.6289,0.4805,23,23.0,274.0,Developer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
230778,325000.0,programmer analyst,Pune,f,1990-04-07,78.0,2007,82.0,2,Bachelor,71.0,Maharashtra,2011,524,525,445,0.7040904121,465.0,,,,,,,-0.2628,0.8128,0.8171,-1.1128,-0.1295,25,22.0,394.0,Analyst,Computer Engineering,Pune,Maharashtra,State Board,State Board
1077576,450000.0,hardware engineer,Bangalore,m,1991-07-26,83.3,2009,82.3,2,Bachelor,70.1,Karnataka,2013,630,510,535,0.4935963873,465.0,324.0,,,,,,-0.0154,-0.6201,0.3174,-1.5021,-1.8189,24,23.0,698.0,Hardware Engineer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
670672,280000.0,java developer,Gurgaon,m,1990-07-15,66.6,2008,58.2,2,Bachelor,66.7,Haryana,2013,465,525,470,0.8646854134,525.0,,,,,,,-0.3027,0.0459,0.9322,0.9066,1.247,25,24.0,181.0,Developer,Computer Engineering,Gurgaon,,CBSE,CBSE
342610,475000.0,senior systems engineer,Bangalore,m,1990-05-05,72.0,2008,68.0,2,Bachelor,68.0,Uttarakhand,2012,485,385,365,0.6359787565,445.0,,,,,,,1.4374,1.1248,-0.4891,0.17983,0.3444,25,22.0,1278.0,System Engineer,Computer Science,Bangalore,Karnataka,State Board,State Board
927081,250000.0,software developer,New Delhi,m,1991-12-01,83.0,2009,76.0,2,Bachelor,65.0,Uttar Pradesh,2014,545,385,470,0.2378028398,135.0,,315.0,,,,,-0.8772,0.7119,1.0859,-0.995,1.0554,24,23.0,548.0,Developer,Computer Engineering,Delhi,Delhi,CBSE,CBSE
628369,240000.0,software developer,Dehradun,m,1990-06-02,69.0,2006,66.0,2,Master,70.0,Uttarakhand,2013,430,520,590,0.08005528134,595.0,,253.0,,,,,0.2718,1.0449,1.2396,-0.6147,0.4805,25,23.0,609.0,Developer,Computer Science,Dehradun,,State Board,State Board
